No protocol specified
dropped categorical variable 'SEX', because it has only 1 values
[32m[I 2022-04-13 11:43:22,798][0m A new study created in memory with name: no-name-254e8165-b827-4f85-ba34-7ac6c258ede8[0m
[32m[I 2022-04-13 11:46:26,187][0m Trial 0 finished with value: -0.25 and parameters: {'loss': 'squared', 'learning_rate': 9.601762275126814e-06, 'n_estimators': 714, 'criterion': 'friedman_mse', 'min_samples_split': 9, 'min_samples_leaf': 6, 'min_weight_fraction_leaf': 0.0867314001757515, 'min_impurity_decrease': 0.23803169650781417, 'max_features': 0.2927066369024008, 'subsample': 0.03387756265930235, 'dropout_rate': 0.4510978591106314, 'ccp_alpha': 2.130099317007141}. Best is trial 0 with value: -0.25.[0m
[32m[I 2022-04-15 01:40:24,396][0m Trial 959 finished with value: 0.25 and parameters: {'loss': 'coxph', 'learning_rate': 1.2943813485305244e-06, 'n_estimators': 397, 'criterion': 'squared_error', 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.12439125832005876, 'min_impurity_decrease': 0.6273089120311652, 'max_features': 0.5803891715615317, 'subsample': 0.08448554055639974, 'dropout_rate': 0.7097476845426979, 'ccp_alpha': 0.08577856481190946}. Best is trial 910 with value: 0.7857589794114699.[0m
[32m[I 2022-04-15 01:41:04,460][0m Trial 960 finished with value: 0.780433317531891 and parameters: {'loss': 'coxph', 'learning_rate': 1.4239167029771644e-06, 'n_estimators': 366, 'criterion': 'friedman_mse', 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.1536893508281354, 'min_impurity_decrease': 0.6147064586036246, 'max_features': 0.5867509332853705, 'subsample': 0.09385468513173958, 'dropout_rate': 0.7124906399182908, 'ccp_alpha': 0.09101707920721533}. Best is trial 910 with value: 0.7857589794114699.[0m
[32m[I 2022-04-15 01:41:56,239][0m Trial 961 finished with value: 0.7851461012397027 and parameters: {'loss': 'coxph', 'learning_rate': 1.2907390203649832e-06, 'n_estimators': 416, 'criterion': 'friedman_mse', 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.14236279254319045, 'min_impurity_decrease': 0.6585859909310944, 'max_features': 0.5591253501412157, 'subsample': 0.09530829577093336, 'dropout_rate': 0.6844255741219261, 'ccp_alpha': 0.0036725710142579333}. Best is trial 910 with value: 0.7857589794114699.[0m
[32m[I 2022-04-15 01:42:43,472][0m Trial 962 finished with value: 0.25 and parameters: {'loss': 'coxph', 'learning_rate': 1.0033231328516298e-06, 'n_estimators': 412, 'criterion': 'absolute_error', 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.1410659497751905, 'min_impurity_decrease': 0.6822630009507259, 'max_features': 0.5257369461282965, 'subsample': 0.08761209770221151, 'dropout_rate': 0.6878350827980361, 'ccp_alpha': 0.16113230779460908}. Best is trial 910 with value: 0.7857589794114699.[0m
[32m[I 2022-04-15 01:43:36,261][0m Trial 963 finished with value: 0.7855477612637178 and parameters: {'loss': 'coxph', 'learning_rate': 1.0062569320237085e-06, 'n_estimators': 427, 'criterion': 'friedman_mse', 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.12852533888190745, 'min_impurity_decrease': 0.6640779909039063, 'max_features': 0.5538134576319165, 'subsample': 0.09085783324646576, 'dropout_rate': 0.6788721342976295, 'ccp_alpha': 0.001737144073930642}. Best is trial 910 with value: 0.7857589794114699.[0m
[32m[I 2022-04-15 01:44:23,813][0m Trial 964 finished with value: 0.7879949387224262 and parameters: {'loss': 'coxph', 'learning_rate': 1.2745966283612484e-06, 'n_estimators': 395, 'criterion': 'friedman_mse', 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.1138343326389939, 'min_impurity_decrease': 0.6652059900562292, 'max_features': 0.5612389360771136, 'subsample': 0.10302681646187198, 'dropout_rate': 0.6800472639365835, 'ccp_alpha': 0.0038312984208842223}. Best is trial 964 with value: 0.7879949387224262.[0m
[32m[I 2022-04-15 01:45:11,781][0m Trial 965 finished with value: 0.7867534709558844 and parameters: {'loss': 'coxph', 'learning_rate': 1.3321683812327652e-06, 'n_estimators': 395, 'criterion': 'friedman_mse', 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.11332901875671693, 'min_impurity_decrease': 0.6636200958109642, 'max_features': 0.5516760584621383, 'subsample': 0.10133824325321167, 'dropout_rate': 0.6829958590511601, 'ccp_alpha': 0.004482785443433214}. Best is trial 964 with value: 0.7879949387224262.[0m
[32m[I 2022-04-15 01:46:00,384][0m Trial 966 finished with value: 0.7755751892258983 and parameters: {'loss': 'coxph', 'learning_rate': 1.3144086370982693e-06, 'n_estimators': 419, 'criterion': 'friedman_mse', 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.11414202540012813, 'min_impurity_decrease': 0.6761990131684502, 'max_features': 0.5449992880800236, 'subsample': 0.10136985761347193, 'dropout_rate': 0.6827532438821664, 'ccp_alpha': 0.13631131305496627}. Best is trial 964 with value: 0.7879949387224262.[0m
[32m[I 2022-04-15 01:46:51,141][0m Trial 967 finished with value: 0.78539164025262 and parameters: {'loss': 'coxph', 'learning_rate': 1.2969019230217382e-06, 'n_estimators': 404, 'criterion': 'friedman_mse', 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.12130350658150674, 'min_impurity_decrease': 0.7166218567145015, 'max_features': 0.5026873652771476, 'subsample': 0.10171767906802304, 'dropout_rate': 0.6794685696331767, 'ccp_alpha': 0.0010203510860940911}. Best is trial 964 with value: 0.7879949387224262.[0m
[32m[I 2022-04-15 01:47:43,541][0m Trial 968 finished with value: 0.7854277190344421 and parameters: {'loss': 'coxph', 'learning_rate': 1.4263914139127683e-06, 'n_estimators': 425, 'criterion': 'friedman_mse', 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.12369111648070212, 'min_impurity_decrease': 0.6943418970114298, 'max_features': 0.4979678509425309, 'subsample': 0.10176910514557863, 'dropout_rate': 0.6777668473018686, 'ccp_alpha': 0.0014482308469690869}. Best is trial 964 with value: 0.7879949387224262.[0m
[32m[I 2022-04-15 01:48:33,039][0m Trial 969 finished with value: 0.7371812073302544 and parameters: {'loss': 'coxph', 'learning_rate': 1.509036533805329e-06, 'n_estimators': 424, 'criterion': 'friedman_mse', 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.12426440171062157, 'min_impurity_decrease': 0.7071997042344084, 'max_features': 0.4884507224303481, 'subsample': 0.10443228189545706, 'dropout_rate': 0.6800931423074816, 'ccp_alpha': 0.19701472584350915}. Best is trial 964 with value: 0.7879949387224262.[0m
[32m[I 2022-04-15 01:49:22,275][0m Trial 970 finished with value: 0.25 and parameters: {'loss': 'coxph', 'learning_rate': 1.3167216472304765e-06, 'n_estimators': 407, 'criterion': 'friedman_mse', 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.10621997096938132, 'min_impurity_decrease': 0.7243622264344695, 'max_features': 0.5021236430196402, 'subsample': 0.1110674566912693, 'dropout_rate': 0.6814368958499769, 'ccp_alpha': 2.3081494406041045}. Best is trial 964 with value: 0.7879949387224262.[0m
[32m[I 2022-04-15 01:50:14,645][0m Trial 971 finished with value: 0.7806171453796777 and parameters: {'loss': 'coxph', 'learning_rate': 1.501372780496005e-06, 'n_estimators': 425, 'criterion': 'friedman_mse', 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.12000535058485576, 'min_impurity_decrease': 0.6918517037172299, 'max_features': 0.5274811825319345, 'subsample': 0.10479905327316835, 'dropout_rate': 0.6752974418441183, 'ccp_alpha': 0.10889541047223447}. Best is trial 964 with value: 0.7879949387224262.[0m
[32m[I 2022-04-15 01:50:58,866][0m Trial 972 finished with value: 0.7876426016841439 and parameters: {'loss': 'coxph', 'learning_rate': 1.4803157071479093e-06, 'n_estimators': 367, 'criterion': 'friedman_mse', 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.12931636244802708, 'min_impurity_decrease': 0.7141809885162289, 'max_features': 0.5129561569102085, 'subsample': 0.09685428217136663, 'dropout_rate': 0.6767602935255022, 'ccp_alpha': 0.0023444276867855204}. Best is trial 964 with value: 0.7879949387224262.[0m
[32m[I 2022-04-15 01:51:37,785][0m Trial 973 finished with value: 0.6371812073302544 and parameters: {'loss': 'coxph', 'learning_rate': 1.5400688853150418e-06, 'n_estimators': 339, 'criterion': 'friedman_mse', 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.13132392499206264, 'min_impurity_decrease': 0.7184084518130898, 'max_features': 0.4677919506336063, 'subsample': 0.09757942848912532, 'dropout_rate': 0.6776242550957077, 'ccp_alpha': 0.23392828469395927}. Best is trial 964 with value: 0.7879949387224262.[0m
[32m[I 2022-04-15 01:52:21,058][0m Trial 974 finished with value: 0.7816872766632103 and parameters: {'loss': 'coxph', 'learning_rate': 0.09929206399475213, 'n_estimators': 362, 'criterion': 'friedman_mse', 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.11160945299714928, 'min_impurity_decrease': 0.6950449826158129, 'max_features': 0.5026516742144593, 'subsample': 0.10272418594534699, 'dropout_rate': 0.6740050437609817, 'ccp_alpha': 0.09592864138155154}. Best is trial 964 with value: 0.7879949387224262.[0m
[32m[I 2022-04-15 01:53:04,751][0m Trial 975 finished with value: 0.7657102855244948 and parameters: {'loss': 'coxph', 'learning_rate': 1.4431219901904316e-06, 'n_estimators': 375, 'criterion': 'friedman_mse', 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.12866981420595902, 'min_impurity_decrease': 0.7377215238865984, 'max_features': 0.5255721396208644, 'subsample': 0.09689547759719383, 'dropout_rate': 0.6780325903327237, 'ccp_alpha': 0.15404022199677317}. Best is trial 964 with value: 0.7879949387224262.[0m
[32m[I 2022-04-15 01:53:19,781][0m Trial 976 finished with value: -0.37507472665476815 and parameters: {'loss': 'squared', 'learning_rate': 1.2966549338455353e-06, 'n_estimators': 356, 'criterion': 'friedman_mse', 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.12213687948154074, 'min_impurity_decrease': 0.6726492485728154, 'max_features': 0.518313325378754, 'subsample': 0.11509847098869638, 'dropout_rate': 0.6743748133469966, 'ccp_alpha': 0.09839365942416896}. Best is trial 964 with value: 0.7879949387224262.[0m
[32m[I 2022-04-15 01:54:04,194][0m Trial 977 finished with value: 0.6371812073302544 and parameters: {'loss': 'coxph', 'learning_rate': 1.4712718455998264e-06, 'n_estimators': 399, 'criterion': 'friedman_mse', 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.11396282384196926, 'min_impurity_decrease': 0.7075295603928412, 'max_features': 0.5512614205062535, 'subsample': 0.09853869155523935, 'dropout_rate': 0.6787558565953669, 'ccp_alpha': 0.25309852687880546}. Best is trial 964 with value: 0.7879949387224262.[0m
[32m[I 2022-04-15 01:54:56,300][0m Trial 978 finished with value: 0.7878157128980054 and parameters: {'loss': 'coxph', 'learning_rate': 1.0015367777840126e-06, 'n_estimators': 430, 'criterion': 'friedman_mse', 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.0990287985217267, 'min_impurity_decrease': 0.6610713327164768, 'max_features': 0.4862779081349955, 'subsample': 0.0975849197009167, 'dropout_rate': 0.7196252273496903, 'ccp_alpha': 0.003975429260531619}. Best is trial 964 with value: 0.7879949387224262.[0m
[32m[I 2022-04-15 01:55:43,391][0m Trial 979 finished with value: 0.7820674586473924 and parameters: {'loss': 'coxph', 'learning_rate': 1.2649475356739254e-06, 'n_estimators': 427, 'criterion': 'friedman_mse', 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.09631085403684522, 'min_impurity_decrease': 0.6530275317532835, 'max_features': 0.4826621920955056, 'subsample': 0.12054871654143334, 'dropout_rate': 0.7250889132341133, 'ccp_alpha': 0.09700623567491323}. Best is trial 964 with value: 0.7879949387224262.[0m
[32m[I 2022-04-15 01:56:32,205][0m Trial 980 finished with value: 0.7870659006057659 and parameters: {'loss': 'coxph', 'learning_rate': 1.5506284972045995e-06, 'n_estimators': 404, 'criterion': 'friedman_mse', 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.09838292660408626, 'min_impurity_decrease': 0.6584463966760897, 'max_features': 0.5015234534066939, 'subsample': 0.12985710871308434, 'dropout_rate': 0.7200664258272402, 'ccp_alpha': 0.001090328923751516}. Best is trial 964 with value: 0.7879949387224262.[0m
[32m[I 2022-04-15 01:57:20,923][0m Trial 981 finished with value: 0.25 and parameters: {'loss': 'coxph', 'learning_rate': 1.5704717482048791e-06, 'n_estimators': 436, 'criterion': 'squared_error', 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.09788413303383711, 'min_impurity_decrease': 0.6924817164009045, 'max_features': 0.47409854672622004, 'subsample': 0.13205015803260217, 'dropout_rate': 0.7265218599821408, 'ccp_alpha': 0.1969842789610239}. Best is trial 964 with value: 0.7879949387224262.[0m
[32m[I 2022-04-15 01:58:03,607][0m Trial 982 finished with value: 0.7874037424852494 and parameters: {'loss': 'coxph', 'learning_rate': 1.5993009601369862e-06, 'n_estimators': 373, 'criterion': 'friedman_mse', 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.10392531100791295, 'min_impurity_decrease': 0.6604444477702843, 'max_features': 0.4563435943649572, 'subsample': 0.10615260719912831, 'dropout_rate': 0.7372771450098435, 'ccp_alpha': 0.0022483995756533495}. Best is trial 964 with value: 0.7879949387224262.[0m
[32m[I 2022-04-15 01:58:36,961][0m Trial 983 finished with value: 0.776505216072905 and parameters: {'loss': 'coxph', 'learning_rate': 1.5812314029780526e-06, 'n_estimators': 340, 'criterion': 'friedman_mse', 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.1000887666377103, 'min_impurity_decrease': 0.6161913412834158, 'max_features': 0.4447434186141119, 'subsample': 0.1369250052040303, 'dropout_rate': 0.7413885225207546, 'ccp_alpha': 0.11042433279919635}. Best is trial 964 with value: 0.7879949387224262.[0m
[32m[I 2022-04-15 01:59:14,290][0m Trial 984 finished with value: 0.6371812073302544 and parameters: {'loss': 'coxph', 'learning_rate': 1.553598019796351e-06, 'n_estimators': 366, 'criterion': 'friedman_mse', 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.10980916717693442, 'min_impurity_decrease': 0.756661485594111, 'max_features': 0.4947067493993487, 'subsample': 0.12680575627630106, 'dropout_rate': 0.7332251275543338, 'ccp_alpha': 0.2420503281819748}. Best is trial 964 with value: 0.7879949387224262.[0m
[32m[I 2022-04-15 02:00:01,194][0m Trial 985 finished with value: 0.25 and parameters: {'loss': 'coxph', 'learning_rate': 1.0079757096455372e-06, 'n_estimators': 431, 'criterion': 'absolute_error', 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.08677692579778877, 'min_impurity_decrease': 0.6603407578313518, 'max_features': 0.4762589572362515, 'subsample': 0.1157353759985191, 'dropout_rate': 0.7391200450065818, 'ccp_alpha': 0.0013864294547051726}. Best is trial 964 with value: 0.7879949387224262.[0m
[32m[I 2022-04-15 02:00:42,271][0m Trial 986 finished with value: 0.7506804096746145 and parameters: {'loss': 'coxph', 'learning_rate': 1.5977324372388648e-06, 'n_estimators': 376, 'criterion': 'friedman_mse', 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.10530643434348977, 'min_impurity_decrease': 0.724355195178107, 'max_features': 0.46258404864824915, 'subsample': 0.10392212020485503, 'dropout_rate': 0.7181955436362125, 'ccp_alpha': 0.16535449146539}. Best is trial 964 with value: 0.7879949387224262.[0m
[32m[I 2022-04-15 02:01:29,123][0m Trial 987 finished with value: 0.77971009916187 and parameters: {'loss': 'coxph', 'learning_rate': 1.2297561690121937e-06, 'n_estimators': 406, 'criterion': 'friedman_mse', 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.12188077504931728, 'min_impurity_decrease': 0.6546217848165995, 'max_features': 0.6099998594451121, 'subsample': 0.10637673407037249, 'dropout_rate': 0.7253808812069099, 'ccp_alpha': 0.10283614676880659}. Best is trial 964 with value: 0.7879949387224262.[0m
[32m[I 2022-04-15 02:02:21,286][0m Trial 988 finished with value: 0.7809089260245899 and parameters: {'loss': 'coxph', 'learning_rate': 1.0010277406927926e-06, 'n_estimators': 441, 'criterion': 'friedman_mse', 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.12932227725078285, 'min_impurity_decrease': 0.6218193979206279, 'max_features': 0.505497027126882, 'subsample': 0.13224288216411195, 'dropout_rate': 0.7092428988563136, 'ccp_alpha': 0.09967468808969598}. Best is trial 964 with value: 0.7879949387224262.[0m
[32m[I 2022-04-15 02:03:12,612][0m Trial 989 finished with value: 0.7851732193215748 and parameters: {'loss': 'coxph', 'learning_rate': 1.5966644671324326e-06, 'n_estimators': 419, 'criterion': 'friedman_mse', 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.11736377683165009, 'min_impurity_decrease': 0.6958314178351691, 'max_features': 0.45213481088653745, 'subsample': 0.10554048973337535, 'dropout_rate': 0.740539670949729, 'ccp_alpha': 0.0015085784282719953}. Best is trial 964 with value: 0.7879949387224262.[0m
[32m[I 2022-04-15 02:04:02,049][0m Trial 990 finished with value: 0.7860005134659647 and parameters: {'loss': 'coxph', 'learning_rate': 1.5766671973412054e-06, 'n_estimators': 420, 'criterion': 'friedman_mse', 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.11712684435089724, 'min_impurity_decrease': 0.7061851045185994, 'max_features': 0.41300202767110555, 'subsample': 0.14607294107746183, 'dropout_rate': 0.737685073079204, 'ccp_alpha': 0.001724139903399282}. Best is trial 964 with value: 0.7879949387224262.[0m
[32m[I 2022-04-15 02:04:45,111][0m Trial 991 finished with value: 0.7812867503122616 and parameters: {'loss': 'coxph', 'learning_rate': 1.6976352680692914e-06, 'n_estimators': 407, 'criterion': 'friedman_mse', 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.113229634341842, 'min_impurity_decrease': 0.6941680650174813, 'max_features': 0.42267583474357806, 'subsample': 0.15150153079237746, 'dropout_rate': 0.7380722447073617, 'ccp_alpha': 0.10136386266730978}. Best is trial 964 with value: 0.7879949387224262.[0m
[32m[I 2022-04-15 02:05:24,452][0m Trial 992 finished with value: 0.7371812073302544 and parameters: {'loss': 'coxph', 'learning_rate': 1.5708006271130572e-06, 'n_estimators': 379, 'criterion': 'friedman_mse', 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.08048529222266454, 'min_impurity_decrease': 0.718360969524022, 'max_features': 0.45449175709589434, 'subsample': 0.14273876234973507, 'dropout_rate': 0.7532742768609337, 'ccp_alpha': 0.1746428021840322}. Best is trial 964 with value: 0.7879949387224262.[0m
