No protocol specified
[32m[I 2022-04-13 11:44:06,848][0m A new study created in memory with name: no-name-0aab40b5-3eeb-420d-a579-cb603aaa6019[0m
[32m[I 2022-04-13 11:44:11,487][0m Trial 0 finished with value: 0.65 and parameters: {'loss': 'coxph', 'learning_rate': 0.017553103748186347, 'n_estimators': 246, 'criterion': 'squared_error', 'min_samples_split': 3, 'min_samples_leaf': 4, 'min_weight_fraction_leaf': 0.023000238880208572, 'min_impurity_decrease': 0.22649917377918485, 'max_features': 0.2509370038727874, 'subsample': 0.5756093753196724, 'dropout_rate': 0.8385757486345945, 'ccp_alpha': 3.236731951636076}. Best is trial 0 with value: 0.65.[0m
[32m[I 2022-04-14 06:40:17,283][0m Trial 177 finished with value: 0.7199350606593435 and parameters: {'loss': 'coxph', 'learning_rate': 0.0017020766214753894, 'n_estimators': 739, 'criterion': 'squared_error', 'min_samples_split': 7, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.08413961447309536, 'min_impurity_decrease': 0.03954989723732938, 'max_features': 0.7660092526597734, 'subsample': 0.37196290393166925, 'dropout_rate': 0.1307691111299751, 'ccp_alpha': 0.254880757814405}. Best is trial 163 with value: 0.74089837306326.[0m
[32m[I 2022-04-14 06:42:14,795][0m Trial 178 finished with value: 0.6603272078211297 and parameters: {'loss': 'coxph', 'learning_rate': 0.0007371312698326926, 'n_estimators': 810, 'criterion': 'squared_error', 'min_samples_split': 7, 'min_samples_leaf': 2, 'min_weight_fraction_leaf': 0.4977890177171042, 'min_impurity_decrease': 0.08810313364094957, 'max_features': 0.7173138408622134, 'subsample': 0.4235673086190998, 'dropout_rate': 0.16175326403228357, 'ccp_alpha': 0.182441827696745}. Best is trial 163 with value: 0.74089837306326.[0m
[32m[I 2022-04-14 06:44:28,648][0m Trial 179 finished with value: 0.7246767139402037 and parameters: {'loss': 'coxph', 'learning_rate': 0.00047833979214446075, 'n_estimators': 892, 'criterion': 'absolute_error', 'min_samples_split': 7, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.06331575184480497, 'min_impurity_decrease': 0.0648014884449931, 'max_features': 0.7954910870078333, 'subsample': 0.47110459327574045, 'dropout_rate': 0.1924482166621621, 'ccp_alpha': 0.005005867790456753}. Best is trial 163 with value: 0.74089837306326.[0m
[32m[I 2022-04-14 06:47:27,610][0m Trial 180 finished with value: 0.5 and parameters: {'loss': 'coxph', 'learning_rate': 0.001071790145857659, 'n_estimators': 950, 'criterion': 'squared_error', 'min_samples_split': 7, 'min_samples_leaf': 2, 'min_weight_fraction_leaf': 0.04018746105175928, 'min_impurity_decrease': 0.11031386226928452, 'max_features': 0.6683230219641773, 'subsample': 0.9360129267044062, 'dropout_rate': 0.06339851236616145, 'ccp_alpha': 0.411067515064022}. Best is trial 163 with value: 0.74089837306326.[0m
[32m[I 2022-04-14 06:49:05,922][0m Trial 181 finished with value: 0.7268008801898762 and parameters: {'loss': 'coxph', 'learning_rate': 0.0006776479721461131, 'n_estimators': 758, 'criterion': 'squared_error', 'min_samples_split': 7, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.07644963414492034, 'min_impurity_decrease': 0.0775905204157209, 'max_features': 0.6784706281304325, 'subsample': 0.4985083983033488, 'dropout_rate': 0.20400626964901242, 'ccp_alpha': 0.19645110920365932}. Best is trial 163 with value: 0.74089837306326.[0m
[32m[I 2022-04-14 06:51:18,330][0m Trial 182 finished with value: 0.7258779148312795 and parameters: {'loss': 'coxph', 'learning_rate': 0.0009253457285638281, 'n_estimators': 844, 'criterion': 'squared_error', 'min_samples_split': 7, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.11085396566896445, 'min_impurity_decrease': 0.1471489930420205, 'max_features': 0.653990155401265, 'subsample': 0.44092535983300146, 'dropout_rate': 0.2138268039552224, 'ccp_alpha': 0.12749763874513872}. Best is trial 163 with value: 0.74089837306326.[0m
[32m[I 2022-04-14 06:54:15,310][0m Trial 183 finished with value: 0.71336867104313 and parameters: {'loss': 'coxph', 'learning_rate': 0.00028380694919283826, 'n_estimators': 1000, 'criterion': 'squared_error', 'min_samples_split': 7, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.0804529637413153, 'min_impurity_decrease': 0.018813561972513666, 'max_features': 0.7464926150618362, 'subsample': 0.39592362027214456, 'dropout_rate': 0.17267860882160646, 'ccp_alpha': 0.276344543450618}. Best is trial 163 with value: 0.74089837306326.[0m
[32m[I 2022-04-14 06:56:26,160][0m Trial 184 finished with value: 0.7294764992929856 and parameters: {'loss': 'coxph', 'learning_rate': 0.0005649827894164001, 'n_estimators': 873, 'criterion': 'squared_error', 'min_samples_split': 8, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.06628405564896869, 'min_impurity_decrease': 0.11861287770127371, 'max_features': 0.6969025887423229, 'subsample': 0.48126896797902274, 'dropout_rate': 0.149432281002898, 'ccp_alpha': 0.09118862814956577}. Best is trial 163 with value: 0.74089837306326.[0m
[32m[I 2022-04-14 06:58:52,912][0m Trial 185 finished with value: 0.7259537636272629 and parameters: {'loss': 'coxph', 'learning_rate': 0.0012745043424931286, 'n_estimators': 914, 'criterion': 'squared_error', 'min_samples_split': 7, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.09782181316889992, 'min_impurity_decrease': 0.052105707474275495, 'max_features': 0.6062586860206274, 'subsample': 0.44879094211419, 'dropout_rate': 0.1153230223099545, 'ccp_alpha': 0.2116263835304643}. Best is trial 163 with value: 0.74089837306326.[0m
[32m[I 2022-04-14 07:00:02,975][0m Trial 186 finished with value: 0.7210175781231613 and parameters: {'loss': 'coxph', 'learning_rate': 0.0018240648953710876, 'n_estimators': 693, 'criterion': 'squared_error', 'min_samples_split': 7, 'min_samples_leaf': 2, 'min_weight_fraction_leaf': 0.05491679201853878, 'min_impurity_decrease': 0.13021707138194666, 'max_features': 0.7701564565600154, 'subsample': 0.3692582190603648, 'dropout_rate': 0.24324833786242625, 'ccp_alpha': 0.0999823286342018}. Best is trial 163 with value: 0.74089837306326.[0m
[32m[I 2022-04-14 07:01:50,363][0m Trial 187 finished with value: 0.7036861990866067 and parameters: {'loss': 'coxph', 'learning_rate': 0.00044489114972367936, 'n_estimators': 804, 'criterion': 'squared_error', 'min_samples_split': 7, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.030644393362822934, 'min_impurity_decrease': 0.1477647361525986, 'max_features': 0.7161169072312843, 'subsample': 0.41653314707222505, 'dropout_rate': 0.18711422724792282, 'ccp_alpha': 0.3058607148628705}. Best is trial 163 with value: 0.74089837306326.[0m
[32m[I 2022-04-14 07:02:59,726][0m Trial 188 finished with value: 0.7278457731174826 and parameters: {'loss': 'coxph', 'learning_rate': 0.0008265851290819108, 'n_estimators': 647, 'criterion': 'squared_error', 'min_samples_split': 7, 'min_samples_leaf': 2, 'min_weight_fraction_leaf': 0.07963637872068183, 'min_impurity_decrease': 0.09685783464811322, 'max_features': 0.7308374584814767, 'subsample': 0.5030354206894007, 'dropout_rate': 0.08298790782548379, 'ccp_alpha': 0.21436271792201145}. Best is trial 163 with value: 0.74089837306326.[0m
[32m[I 2022-04-14 07:04:31,187][0m Trial 189 finished with value: 0.7306171495291103 and parameters: {'loss': 'coxph', 'learning_rate': 0.000691589636129941, 'n_estimators': 727, 'criterion': 'squared_error', 'min_samples_split': 8, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.069545436590809, 'min_impurity_decrease': 0.06719068092840737, 'max_features': 0.6802238448909701, 'subsample': 0.4712889696255207, 'dropout_rate': 0.13344267331126755, 'ccp_alpha': 0.09329549304007655}. Best is trial 163 with value: 0.74089837306326.[0m
[32m[I 2022-04-14 07:06:18,215][0m Trial 190 finished with value: 0.710125930462458 and parameters: {'loss': 'coxph', 'learning_rate': 0.0015482828295258085, 'n_estimators': 839, 'criterion': 'squared_error', 'min_samples_split': 7, 'min_samples_leaf': 2, 'min_weight_fraction_leaf': 0.08599276337073386, 'min_impurity_decrease': 0.033761761606995885, 'max_features': 0.7589136507770337, 'subsample': 0.39266398046324047, 'dropout_rate': 0.2191022503098048, 'ccp_alpha': 0.41396314584166627}. Best is trial 163 with value: 0.74089837306326.[0m
[32m[I 2022-04-14 07:08:45,328][0m Trial 191 finished with value: 0.7351948404447894 and parameters: {'loss': 'coxph', 'learning_rate': 0.0007569950860553382, 'n_estimators': 903, 'criterion': 'squared_error', 'min_samples_split': 7, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.058203937296820156, 'min_impurity_decrease': 0.0390993473633887, 'max_features': 0.7093806779007601, 'subsample': 0.40390557643886765, 'dropout_rate': 0.12153065177717223, 'ccp_alpha': 0.014611378687967478}. Best is trial 163 with value: 0.74089837306326.[0m
[32m[I 2022-04-14 07:11:23,642][0m Trial 192 finished with value: 0.7264780444566039 and parameters: {'loss': 'coxph', 'learning_rate': 0.0010182601659189403, 'n_estimators': 929, 'criterion': 'squared_error', 'min_samples_split': 7, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.05743106232095217, 'min_impurity_decrease': 0.016436465421006505, 'max_features': 0.7375535731640397, 'subsample': 0.43020122741015604, 'dropout_rate': 0.10564858100855645, 'ccp_alpha': 0.012496712845478937}. Best is trial 163 with value: 0.74089837306326.[0m
[32m[I 2022-04-14 07:13:43,377][0m Trial 193 finished with value: 0.5 and parameters: {'loss': 'coxph', 'learning_rate': 0.0005070145307924033, 'n_estimators': 894, 'criterion': 'squared_error', 'min_samples_split': 7, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.06703137381497146, 'min_impurity_decrease': 0.5782246771516215, 'max_features': 0.7818711889882589, 'subsample': 0.44904113106597543, 'dropout_rate': 0.14909180387530582, 'ccp_alpha': 0.16670519513148616}. Best is trial 163 with value: 0.74089837306326.[0m
[32m[I 2022-04-14 07:14:36,052][0m Trial 194 finished with value: 0.7274317850987913 and parameters: {'loss': 'coxph', 'learning_rate': 0.00036008112731443585, 'n_estimators': 552, 'criterion': 'squared_error', 'min_samples_split': 7, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.04101101588861816, 'min_impurity_decrease': 0.0774659977375371, 'max_features': 0.7045203919169764, 'subsample': 0.3400552982360269, 'dropout_rate': 0.18072463416843648, 'ccp_alpha': 0.002212166248567746}. Best is trial 163 with value: 0.74089837306326.[0m
[32m[I 2022-04-14 07:16:45,700][0m Trial 195 finished with value: 0.7204947157393985 and parameters: {'loss': 'coxph', 'learning_rate': 0.0007818885560892193, 'n_estimators': 868, 'criterion': 'squared_error', 'min_samples_split': 7, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.07622574900870609, 'min_impurity_decrease': 0.11174812253426095, 'max_features': 0.660910307018704, 'subsample': 0.3637770365537515, 'dropout_rate': 0.12813261092057202, 'ccp_alpha': 0.17609419179217742}. Best is trial 163 with value: 0.74089837306326.[0m
[32m[I 2022-04-14 07:19:38,263][0m Trial 196 finished with value: 0.7021434987851285 and parameters: {'loss': 'coxph', 'learning_rate': 0.0012239534101583804, 'n_estimators': 962, 'criterion': 'squared_error', 'min_samples_split': 7, 'min_samples_leaf': 2, 'min_weight_fraction_leaf': 0.05018711802572502, 'min_impurity_decrease': 0.18983639448933423, 'max_features': 0.6835947772429489, 'subsample': 0.4069995752437316, 'dropout_rate': 0.03296125640676975, 'ccp_alpha': 0.28505575600025723}. Best is trial 163 with value: 0.74089837306326.[0m
[32m[I 2022-04-14 07:21:26,859][0m Trial 197 finished with value: 0.7352353868497656 and parameters: {'loss': 'coxph', 'learning_rate': 0.0005566649644493833, 'n_estimators': 789, 'criterion': 'squared_error', 'min_samples_split': 7, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.09154450333252402, 'min_impurity_decrease': 0.045469026373182134, 'max_features': 0.7387490418276623, 'subsample': 0.4946410560492119, 'dropout_rate': 0.15950302514762743, 'ccp_alpha': 0.13153172516871892}. Best is trial 163 with value: 0.74089837306326.[0m
[32m[I 2022-04-14 07:23:14,015][0m Trial 198 finished with value: 0.7346218857195532 and parameters: {'loss': 'coxph', 'learning_rate': 0.0005670626802102622, 'n_estimators': 776, 'criterion': 'squared_error', 'min_samples_split': 7, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.10686425165823987, 'min_impurity_decrease': 0.002048658611522168, 'max_features': 0.7553736074574197, 'subsample': 0.4728609509145307, 'dropout_rate': 0.15801347317170783, 'ccp_alpha': 0.10383927631109187}. Best is trial 163 with value: 0.74089837306326.[0m
[32m[I 2022-04-14 07:24:50,918][0m Trial 199 finished with value: 0.7329672848805475 and parameters: {'loss': 'coxph', 'learning_rate': 0.0006085996909718176, 'n_estimators': 770, 'criterion': 'squared_error', 'min_samples_split': 7, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.11238050154297995, 'min_impurity_decrease': 0.002873336978394758, 'max_features': 0.7451834211760574, 'subsample': 0.4644481148609514, 'dropout_rate': 0.1488512418406423, 'ccp_alpha': 0.09116424837803394}. Best is trial 163 with value: 0.74089837306326.[0m
[32m[I 2022-04-14 07:26:42,299][0m Trial 200 finished with value: 0.2723568372170222 and parameters: {'loss': 'squared', 'learning_rate': 0.0005772933786260594, 'n_estimators': 779, 'criterion': 'squared_error', 'min_samples_split': 7, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.1321478268371697, 'min_impurity_decrease': 0.003255234129719696, 'max_features': 0.7446340249062909, 'subsample': 0.45971463475776203, 'dropout_rate': 0.15844310328191366, 'ccp_alpha': 0.009849111138121702}. Best is trial 163 with value: 0.74089837306326.[0m
[32m[I 2022-04-14 07:28:36,936][0m Trial 201 finished with value: 0.7320625346373175 and parameters: {'loss': 'coxph', 'learning_rate': 0.0006403898421577353, 'n_estimators': 799, 'criterion': 'squared_error', 'min_samples_split': 7, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.11309968141456227, 'min_impurity_decrease': 0.03264223822984261, 'max_features': 0.7386589973511718, 'subsample': 0.47033197667586696, 'dropout_rate': 0.11825840866572174, 'ccp_alpha': 0.0965147503924151}. Best is trial 163 with value: 0.74089837306326.[0m
[32m[I 2022-04-14 07:30:34,332][0m Trial 202 finished with value: 0.7300420255517353 and parameters: {'loss': 'coxph', 'learning_rate': 0.00046463190605856034, 'n_estimators': 767, 'criterion': 'squared_error', 'min_samples_split': 7, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.10044453209519999, 'min_impurity_decrease': 0.004167542327400971, 'max_features': 0.7190075361487437, 'subsample': 0.4980301922078509, 'dropout_rate': 0.09485826266565396, 'ccp_alpha': 0.12723695211697358}. Best is trial 163 with value: 0.74089837306326.[0m
[32m[I 2022-04-14 07:32:10,272][0m Trial 203 finished with value: 0.7348636401517904 and parameters: {'loss': 'coxph', 'learning_rate': 0.0007189323901847486, 'n_estimators': 745, 'criterion': 'squared_error', 'min_samples_split': 7, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.10884843273529055, 'min_impurity_decrease': 0.048953416276662845, 'max_features': 0.7846453840502198, 'subsample': 0.42873443295563707, 'dropout_rate': 0.14909562413888933, 'ccp_alpha': 0.005903233180750521}. Best is trial 163 with value: 0.74089837306326.[0m
[32m[I 2022-04-14 07:33:42,464][0m Trial 204 finished with value: 0.7416561567617531 and parameters: {'loss': 'coxph', 'learning_rate': 0.0006610837756605996, 'n_estimators': 740, 'criterion': 'squared_error', 'min_samples_split': 7, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.11655896212097983, 'min_impurity_decrease': 0.04417589298042, 'max_features': 0.8066962540882582, 'subsample': 0.42960085050312724, 'dropout_rate': 0.14779638196563594, 'ccp_alpha': 0.08212302575320385}. Best is trial 204 with value: 0.7416561567617531.[0m
[32m[I 2022-04-14 07:35:23,970][0m Trial 205 finished with value: 0.7277026984257898 and parameters: {'loss': 'coxph', 'learning_rate': 0.000682105409410325, 'n_estimators': 754, 'criterion': 'squared_error', 'min_samples_split': 7, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.12932119678199658, 'min_impurity_decrease': 0.04048299763385914, 'max_features': 0.8339360006447317, 'subsample': 0.4224571018348668, 'dropout_rate': 0.14364342773139807, 'ccp_alpha': 0.09282163540165314}. Best is trial 204 with value: 0.7416561567617531.[0m
[32m[I 2022-04-14 07:37:26,096][0m Trial 206 finished with value: 0.7339907584397285 and parameters: {'loss': 'coxph', 'learning_rate': 0.0009595500552187308, 'n_estimators': 826, 'criterion': 'squared_error', 'min_samples_split': 7, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.1053281287691814, 'min_impurity_decrease': 0.018629535033740388, 'max_features': 0.8031161799887708, 'subsample': 0.3920057523584623, 'dropout_rate': 0.16317381965551833, 'ccp_alpha': 0.010288277951917835}. Best is trial 204 with value: 0.7416561567617531.[0m
[32m[I 2022-04-14 07:39:21,440][0m Trial 207 finished with value: 0.7396314154426209 and parameters: {'loss': 'coxph', 'learning_rate': 0.0009775916082132021, 'n_estimators': 830, 'criterion': 'squared_error', 'min_samples_split': 7, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.10187168666668897, 'min_impurity_decrease': 0.022822889155409472, 'max_features': 0.8117995551820205, 'subsample': 0.39335448656661776, 'dropout_rate': 0.16786433174651264, 'ccp_alpha': 0.027938508915448773}. Best is trial 204 with value: 0.7416561567617531.[0m
[32m[I 2022-04-14 07:41:19,058][0m Trial 208 finished with value: 0.7321550575172967 and parameters: {'loss': 'coxph', 'learning_rate': 0.0008913427402229247, 'n_estimators': 820, 'criterion': 'squared_error', 'min_samples_split': 7, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.1252880393142818, 'min_impurity_decrease': 0.01924650198857776, 'max_features': 0.8055197367390703, 'subsample': 0.40517881370469355, 'dropout_rate': 0.16980314397962687, 'ccp_alpha': 0.14271508594333507}. Best is trial 204 with value: 0.7416561567617531.[0m
[32m[I 2022-04-14 07:42:45,950][0m Trial 209 finished with value: 0.7159595351965876 and parameters: {'loss': 'coxph', 'learning_rate': 0.0005757473563595522, 'n_estimators': 725, 'criterion': 'squared_error', 'min_samples_split': 7, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.1149042823605326, 'min_impurity_decrease': 0.0493431529567663, 'max_features': 0.8384846341258724, 'subsample': 0.4365611170492595, 'dropout_rate': 0.18419847715610443, 'ccp_alpha': 0.2958604929087538}. Best is trial 204 with value: 0.7416561567617531.[0m
